Retornos
8.129112347117028016e-04,1.447865488918964562e-03,-1.140137324245934624e-03,8.664886910193429857e-04,-1.638245264920516709e-03,1.723612971483085617e-03,2.109615757403034402e-03,6.644239600379328418e-03,1.162375128329226149e-03,1.105931667135206988e-03
7.197362109662478434e-04,-3.909282810830788830e-03,9.552931401791054170e-03,2.185537330900312776e-03,1.087013119355266077e-03,-7.006937146961330666e-04,-1.135889216798662525e-02,5.754522870600888018e-03,4.073326101360938249e-03,-1.597950628765509385e-03
5.201160799066236818e-04,-2.136414973701831511e-03,-3.574800151028456607e-03,-1.957295064812273125e-03,3.720484641041675177e-04,7.592736798791909457e-03,-5.947819136315160571e-03,1.411841248339463714e-02,-2.594081738195539669e-03,1.148428037251048169e-04
7.279391112644345531e-04,2.853109447032985222e-03,-1.085829704049742946e-02,1.107712381338952666e-03,-9.325419659297628800e-04,-5.322052339740361137e-04,-1.266812869615297973e-02,-1.811720881992048837e-02,3.334049936644714433e-03,-2.864871353757511736e-03
5.366952396077692916e-04,2.159156070206719636e-04,-2.358137604638792760e-03,2.581736367601232280e-03,1.485782469102036674e-03,2.893076146999188497e-03,7.419717924323644687e-03,1.362950425074245520e-02,1.819356751018120144e-03,-5.099083500587707051e-04
9.529086516987887159e-04,3.491479989498664453e-03,-1.527514189216537012e-02,-6.910784365198423262e-04,-1.112928011817834100e-04,3.679492598904656256e-03,-6.802544372866499607e-03,1.216223831086754754e-02,3.036051307313615208e-03,4.623274211609674361e-03
8.263615485895881019e-04,5.356537835325026354e-04,-6.827081863531593055e-03,-7.454844412369070715e-04,-1.625705723751837400e-03,2.073316823304828353e-03,4.355882356334507197e-03,-1.885494539744675402e-02,-2.306192602127845725e-03,-7.594207486532192526e-03
5.628664390343133270e-04,-1.426791877163506063e-03,5.288207340680325594e-03,-7.196838479908431677e-04,7.353913710578406562e-04,-3.014378056223719106e-03,6.777652796361532603e-03,-5.942912735059932040e-03,7.868884270516634735e-03,-6.243236370198528614e-04
4.369619703488375560e-04,2.139313075441994557e-03,4.262948321698254751e-03,3.246185383246857599e-04,-1.372746532479036767e-03,3.760515551214288488e-03,-7.210785646496999969e-03,5.759087900593065808e-03,-3.515459484358011023e-03,2.444460602108813191e-03
5.447541791430214305e-04,4.551214669993487055e-04,-1.904149398109862079e-03,5.985653500661664971e-04,1.256968601210403744e-03,-8.201060781673605218e-04,1.194899126635166550e-02,-7.021197274823662814e-03,1.123786841272757719e-03,-7.752191278440712183e-04
6.900947876684551284e-04,-5.084636877977690567e-03,6.954981678306692769e-03,6.265798790755510057e-04,-5.792420273412147904e-04,-3.906447226611887633e-03,6.509726934616786274e-03,1.141379002926068940e-02,-3.466149739965588335e-03,-6.147146770133747606e-04
7.566664023101871400e-04,-2.836047068893958641e-03,-6.040864723068275349e-03,-1.516153387053087616e-03,-2.129102000657036341e-04,-1.669045362379092522e-03,3.670330540837164410e-03,-1.423707481641911174e-02,1.273443887406688901e-03,-5.693401414944645328e-03
6.902937889384506195e-04,1.210697815096465962e-03,-2.181883910690692908e-03,-3.694638722228073009e-03,-2.013582110343848947e-03,5.206458620981397993e-03,-7.098797007805391322e-03,-4.154695072674412411e-03,3.985733203049885917e-03,1.163179164663005749e-03
6.277934549819770864e-04,3.161314956913462669e-03,5.198659769157063133e-03,-5.024497696518640238e-04,-5.841147877560354772e-05,2.459831396155090933e-03,-2.085262200405655231e-03,5.834209101421477910e-03,-4.136596662317772871e-03,1.621317735159240716e-03
7.421123130816157125e-04,-1.654113909357974254e-04,6.689441815442097490e-03,-1.295688563141862704e-03,5.430299329578845528e-04,-9.908456682844103691e-03,-9.988884461794255570e-03,-5.475622574473016334e-03,-3.818103869593061830e-03,-1.986196882725023254e-03
7.616927538232612024e-04,-1.261901588537494190e-04,8.252697246914551116e-03,1.346919606100549982e-03,-2.090900820030465977e-03,-9.692967056965909670e-03,-8.327252361254653193e-03,-9.752223059974090766e-03,-2.783090891599591683e-03,4.189710424567643331e-03
5.457133044416114312e-04,-4.341939704754654329e-03,-1.594735527025898172e-02,-5.593218692420385846e-04,-1.342673428934589193e-03,6.115238638082613060e-03,-5.135158684775460204e-03,6.367939945872040826e-03,1.819036700641478541e-04,-2.423401843314921741e-03
